,text,intent_ovr
18468,HUH? NYT EDITOR Blames “Republican Rage Machine” for Current Political Climate [Video],facts
6238, Drinks And Dancing As Things Got VERY Real During Cold Open Of SNL Season Finale (VIDEO),facts
17580,FLASHBACK To 2014 WaPo Headline: “Obama Should Fire John Brennan” For Lying…Only One Year After James Clapper Was Caught Lying Under Oath,facts
19498,"OBAMA FLOODS America With Illegal Aliens, Muslim Refugees, While Veteran Under VA Care Dies With Maggot-Infested Wound",facts
9598,MAD MAXINE Doubles Down On Threats Against Trump: His Supporters Are The KKK [Video],facts
20493,KING OBAMA Just Proclaimed The Month Of June Will Be Dedicated To Celebrating Homosexuality,facts
6402, Watch A GOP Senate Candidate Threaten To Harm A Reporter (VIDEO),facts
13067,THIS IS HUGE: VETERAN Blasts Lying Hillary At The Presidential Forum TONIGHT [VIDEO],facts
13015,"NEW EMAIL LEAKS Show How Colin Powell Really Felt About “Friend” Hillary: “Greedy, Not transformational…With A Husband Who’s Still D#*king Bimbos At Home”",facts
22702,A Troubled King: Chicago’s Rahm Emanuel Desperate to Save His 2020 Presidential Run,facts
22253,POLITICAL AGITATOR: Globalist George Soros Linked to Over 50 ‘Partners’ of the Women’s March on Washington,facts
5684, Pro-Trump White Nationalists Involved In Mass Stabbing Going To GOP Convention,facts
22598,Hillary Clinton: “Victory Fund” Gets Massive Cash Injection from Hedge Fund Management (Soros),facts
7854, Racist Republican Governor Makes April Official ‘Confederate Heritage Month’,facts
11506,"HASTA LA VISTA Arnold! Guy Whose Affair With Housekeeper Produced Son, Destroyed 25 Yr. Marriage Says Trump Has Too Much “Baggage”…. Quits Celebrity Apprentice",facts
6967," God Gave Me Illegal Stock Shares At Dairy Queen Fair and Square, Claims Texas AG Accused Of Fraud",facts
11243,TWO DEMOCRATS Announce Plan To Vote For Neil Gorsuch For Supreme Court [Video],facts
1102, Trump’s Legal Team Directly Contradicts Him On The Investigation Yet Again,facts
12387,AWESOME! JEWISH DEMOCRAT LEADER Hits Back At Harry Reid To Defend Trump Appointee: [Video],facts
22247,EP #11: Patrick Henningsen LIVE – ‘Top Trump Trends for 2017’ with guest Gerald Celente,facts
6901," When Asked What His Favorite Bible Lesson Is, Trump Settles On The One With Facial Mutilation",facts
2528, Neo-Nazis Think They Know Exactly Who Is Responsible For Forcing Flynn Out; Predicts Others Will Fall Too,facts
15796,OBAMA’S FUNDAMENTAL TRANSFORMATION: Census Record Shows In 8 Years You Won’t Recognize This Country,facts
21187,SMASHED WINDOWS AND DEATH THREATS: Liberal Couple Reveals Horrific Experience After Opening Up Farm To Muslim “Refugees”,facts
12069,‘YOU’RE A SEXIST PIG!’ FEMINIST BATTLES Tucker Carlson over IvankaGate [Video],facts
8337, This Anti-Abortionist’s Comment On Flint Crisis Proves ‘Pro-Life’ Republicans Don’t Exist (AUDIO),facts
1036," Tired Of Bigotry, California Enacts Travel Ban To Trump Country",facts
11843,GANG OF DOMESTIC TERRORISTS Violently Attack Lone Trump Supporter For Putting Out Huge Fire Started On Street In DC [VIDEO],facts
18484,JUST IN! SURPRISE GUEST Shows Up At Nationals Park To Watch GOP Congressional Baseball Game For Charity [VIDEO],facts
15012,TRUMP WAS RIGHT! Why The Heck Is This Liberal Political Hack Moderating Tonight’s Debate?,facts
14389,THE “OBAMA PROJECT”…Does Barack Have Secret Plans To Punish White America After He Leaves Office?,facts
18564,“I’LL PUT A BULLET IN YOUR HEAD!” Scuffle Breaks Out Between TX Legislators After GOP Rep Calls ICE On Angry Illegal Aliens Who Crashed Chambers To Protest Sanctuary Cities Ban [VIDEO],facts
2155, Texas GOPer Angrily Demands Voter ‘SHUT UP’ When He Complains About Violence Against Women (VIDEO),facts
7597, Oklahoma GOP Approved A Law That Would INCREASE Unlicensed Abortions In The State,facts
4857, Racist Donald Trump Actually Has The NERVE To Speak About March On Washington Anniversary (TWEET),facts
6475, John Oliver Exposes Shocking Reality Of Money In Politics (VIDEO),facts
6487, Experts Warn This Trump Plan Would Cause ‘Global Financial Meltdown’,facts
12350,JUDGE JEANINE Scorches Cast Of Hamilton: “Out and out reverse racism and teed up hate” [Video],facts
10453,"REPORT: ANTI-TRUMP, Open-Borders Clooney’s No Longer Feel Secure In England…Moving Back To U.S",facts
1391, Dems Furious After Rosenstein Briefing,facts
14615,BREAKING: NORTH KOREA Detains American Student For “Hostile Act”,facts
11448,HYSTERICAL! TODDLERS HIJACK LIVE INTERVIEW With Freaked Out Dad [Video],facts
6485, Clinton Ties With Trump In The Very Republican State Of Georgia,facts
20341,OBAMA FIGHTS TO KEEP RADICAL AGENDA ALIVE: Asks Crooked AG Loretta Lynch To Find Way To Challenge Supreme Court Decision That Blocked His Executive Order Amnesty Scheme,facts
16400,ONLY 5.7% OF CLINTON FOUNDATION DONATIONS Went To Charity [VIDEO],facts
8225, Starbucks ‘Pleased’ That Their Cafes Are Now Segregated For Men And Women (TWEETS),facts
151, Papa John Attacks The NFL And First Amendment After His Sh*tty Pizza Loses Him A Small Fortune,facts
21641,OBAMA’S DREAM IS AMERICA’S NIGHTMARE: 121 Illegal Aliens Commit Murder After Avoiding Deportation Orders,facts
10209,FACTORY WORKER RIPS INTO Speaker Paul Ryan on the “Do Nothing” Congress [Video],facts
17482,MEDIA IGNORES TRUMP’S FIRST Record-Breaking Christmas Season…Retail Sales Of $600 BILLION: “This is literally the best season since before the recession”,facts
4025, Trump’s Problems With Women Get Worse As Another Beauty Queen Comes Forward With Assault Story,facts
4812, Trump Foreign Policy Guru: Jesus Says ‘This Is the Last Election’ If You Don’t Vote Trump (VIDEO),facts
21364,MICHELLE OBAMA’S Middle East Speech: Compares Her Oppressive Childhood To Muslim Girls Living Under Sharia Law [VIDEO],facts
9888,Twitter Gold: Trump Announces Hysterical Nickname for Kim Jong un [Video],facts
10498,FOX LEGAL EXPERT: Susan Rice Committed 3 Crimes…“Better Get Herself a Good Criminal Defense Attorney” [Video],facts
15778,GEORGE W. BUSH BREAKS SILENCE: No More “Mr. Nice Guy”…Hammers Obama,facts
8349, Watch Women Reverse Roles And Tell Male Republican Candidates What They Should Do With Their Bodies (VIDEO),facts
12780,DID HILLARY REALLY THINK She’d Get Away With Telling Big Fat Lie About Obama’s “Red Line” Comment?,facts
9626,CLASS ACT SARAH SANDERS Reveals What She Does Before Every WH Briefing[Video],facts
19946,VIDEO: BLACK MAN Tells Reporter They’re Taking Protests To Charlotte Suburbs,facts
14662,RUBIO DOUBLES DOWN ON Putting Illegal Aliens Before Americans,facts
21427,"MIGRANT JIHAD: Muslim Migrants Attack Hospital Staff With Knifes, Leave Sick Children Behind, Bring AIDS, Syphilis, TB And Many Exotic Diseases To Europe [VIDEO]",facts
20779,WATCH: BLACK LIVES MATTER Bernie Sanders Supporters SPIT On U.S. Flag In Front Of Vets At Trump Rally,facts
4180, BREAKING: Sheriff Calls For REBELLION After Donald Trump Calls Election ‘Rigged’ (VIDEO),facts
15440,(VIDEO) HUCKSTER AL SHARPTON: CLIMATE CHANGE IS A ‘CIVIL RIGHTS ISSUE’…BLACKS SUFFER MOST,facts
21140,"Which States Are Americans Are Moving From, Where Are They Moving To…And Why?",facts
9094,CELEBRATE! TRUMP HIGHLIGHT Video From “Year One”…The List of Accomplishments!,facts
10977,"RADICAL “TOLERANT” FEMALE Antifa, Black Bloc, Leader Follows Muslim Boyfriend To Turkey… Surprised When She Was Beaten, Raped",facts
8054," After Jeb Tweets Pic Of His New Gun, His Pandering Earns Him Deplorable New Follower (IMAGE)",facts
20410,WHOA! PAUL RYAN JUST LIED TO O’REILLY About Bill House Passed To Pause Somali Refugee Program [VIDEO],facts
7911, Americans Demand Obama Pick Next Justice: GOP Gives Them A Huge Middle Finger (VIDEO),facts
19480,NOT KIDDING! Serial Liar Brian Williams Blames “FAKE NEWS” For Hillary’s Loss On MSNBC Last Night [VIDEO],facts
15624,BREAKING: ISIS SUPPORTERS THREATEN ARMED BIKERS “Freedom Of Speech” Rally…’We promise we will drink ur blood’ [VIDEO],facts
22747,"WHITE WASHED? Trump Claims Classified JFK Files Will Be Released, Reigniting Conspiracy Suspicions",facts
11311,WOOHOO! VETS GET RIGHTS BACK: Obama’s Overboard Gun Regulations for Vets Rolled Back,facts
19281,VIDEO: CROWD Chants “LOCK HER UP!” As Crooked Hillary Is Introduced At #Inauguration,facts
6090, Kim Jong Un And North Korean Media Enthusiastically Want Trump To Become President,facts
7813," Bette Midler SLAMS Trump, Rubio, And Terrible Grammar In One Magnificent Tweet (SCREENSHOTS)",facts
13806,THIS ONE PICTURE Tells You Just How Delusional Hillary Has Become About The Trouble She’s In,facts
16214,CHILLING! FOX REPORTER JAMES ROSEN Recounts Being Spied on by the Obama Mafia [Video],facts
14889,"Hurry, Or He’ll Pop Off! Obama’s Just Waiting For Your Specific “Alternative” [Supercut Video]",facts
3739, Two VERY Different Visions For The Future Of The Democratic Party Are Battling It Out,facts
13668,WATCH: CHEROKEE PEOPLE Express Disgust Over “Lying” Elizabeth Warren Faking “Native American Heritage” To Get Prestigious Law Professor Job,facts
13160,"“HILL”-ARIOUS VIDEO: HILLARY TAKES BREAK From Seizures, Coughing Fits, 3 Naps A Day To Slam Trump And “Alt-Right”",facts
15706,WHY WAS THIS YOUNG MAN SPONSORED BY CAIR INVITED TO THE WHITE HOUSE,facts
3146, Former Insurance CEO Drops MASSIVE Truth Bomb About Obamacare Repeal – Republicans Will HATE This,facts
10688,BUSTED! UNCOVERED 2009 VIDEO Shows London’s Muslim Mayor Calling Moderate Muslims “Uncle Toms”…2002 Video Shows Him Defending Convicted Terrorists,facts
1546, White House Says It’s Releasing Hillary’s Private Concession Call To Trump In Bid To Humiliate Her,facts
18270,MAXINE WATERS: ‘These people trying to ‘discredit’ me [Video],facts
13553,LORETTA LYNCH Gives Radical Black Lives Matter Protesters PEP TALK: “I want you to know that your voice is important”,facts
2276," BREAKING: Republicans Embrace Trump’s Lies, Will Investigate ‘Campaign Surveillance’ As Part Of Russia Probe",facts
22529,US Media Hyped ‘Active Shooter’ Drill at Andrews Base As Real Event,facts
13065,BREAKING: DEMS TRY TO SCAPEGOAT: Release Colin Powell’s E-mail To Hillary…Only Proving They’re Both Corruptocrats,facts
9355,TEACHER Uses “Shooting at Trump” As An Option On Multiple Choice Quiz For High School Students,facts
8707, Montel Williams To Republicans Criticizing Iran Prisoner Exchange: ‘Sit The Hell Down And Shut Up’,facts
12583,VOTING MACHINES FOR HILLARY! MD Woman Reports Voting Straight Ticket…Watched Machine Flip To Hillary [VIDEO],facts
5096," Anonymous GOP Reps Admit Clinton Will Win, Blame Trump’s Stupidity",facts
13427,CNN ASKS IF BRUTAL CHILD RAPE CASE Will Affect Hillary’s Political Ambitions: Victim Says Hillary Clinton ‘Lied Like A Dog’ In My Case [VIDEO],facts
13145,BOOM! 4 MEN STEAL TRUMP HAT…Trump Supporter ‘Takes Care Of Business’ [Video],facts
9878,Funny! President Trump Has Great Aim On The Football Field [Video],facts
8864," Bundy’s Anti-Government Militia Costing Taxpayers $100,000 A WEEK During ‘Indefinite’ Standoff",facts
19760,CATHOLIC PRIEST GOES OFF On Partial-Birth Abortion Hillary For Faking Endorsement From Pope Francis [VIDEO],facts
17526,LYNCH MOB WINS By Less Than 1%…Why Republicans Are To Blame For LEFTIST DOUG JONES’ Victory,facts
15371,BOOM! Trump Shows How A Good Business Mind Never Lets An Opportunity Go To Waste After Online Lib Site Publishes His Cell Number,facts
20515,WOW! TEXAS IMAM Agrees With Trump About Shutting Down Muslim Immigration: “Peace comes before religion”,facts
19221,YOU’RE FIRED! PRES TRUMP FIRES Obama’s Partisan Acting Attorney General After She Refuses To Enforce Travel Ban,facts
18622,"CONFIRMED BOMBSHELL: SETH RICH Sent Over 44,000 DNC Emails To Journalist, Best Friend Of Wikileaks Founder…DC Police Officer Claims They Were Told To “Stand Down” On Case [VIDEO]",facts
9105,NEW YORK GOVERNOR Pardons 18 CONVICTED Illegals Waiting for Deportation…Cut Off Fed Funds Now!,facts
18094,BLACK BOSTON COP Taunted By Black Woman: “You stupid a** black bitch. You’re suppose to be on our side”,facts
13528,"OBAMA LECTURES COPS On Bigotry, Slavery, Oppression At Memorial Service For Dallas Cops Murdered By Black Racist [VIDEO]",facts
21457,[VIDEO] The Left Is Going To Really Dislike Ms South Carolina’s Answer To This Question About Guns,facts
57, Trump Wakes Up To Scream At Black People After Hurling A Racial Slur Yesterday,facts
18799,“Crazy Fat Kid” Kim Jong Un Has HILARIOUS Rule That Prevents N. Korean Men From Copying His Look,facts
18944,TREY GOWDY Reminds Comey It’s 10 years in jail for Obama Officials Who LEAKED Info [Video],facts
1057, Dear Democrats: Throwing Nancy Pelosi Under The Bus Is Not The Answer (VIDEO),facts
2232, New GOP Bills Would Let Corporations Strip Away Our First Amendment Rights,facts
9319,DEMOCRAT SENATOR Reprimanded For Comparing Female Trump Nominee to a Horse: ‘It’s dehumanizing’ [Video],facts
4323," An 11-Year Old Girl Interviewed Hillary, And Her Answers Are Beautiful",facts
15455,[Video] KANSAS DEM MAYOR BRAGS ABOUT REDUCTION IN WHITE POPULATION: Thanks Radical Socialist Hispanic Group,facts
22664,"‘Zero Knowledge’ Systems Not Hostile to Data Privacy, says Snowden",facts
11229,REPUBLICAN TURNS TABLES ON FBI: Deputy Director On The Hot Seat Now,facts
5067, Leaked Footage Of Johnny Depp Shows How Aggressive He Was To Amber Heard (VIDEO),facts
7905, Samantha Bee Slams ‘Moderate’ John Kasich’s DISGUSTING Anti-Choice Record (VIDEO),facts
10797,LIBERAL SNOWFLAKES ASKED ABOUT “White Privilege”…Blacks Disagree [Video],facts
7159, A Federal Judge Just Slapped Down One Of Mississippi’s Most Digustingly Bigoted Laws,facts
4077, OOPS – Trump’s Campaign Manager CAUGHT Calling Trump A Whiner (VIDEO),facts
3906," On His Way Out The Door, Harry Reid Gives Big ‘F*ck You’ To Republicans And Hands Nevada To Hillary",facts
8391, Martin O’Malley Suspends Campaign After Predictably Crushing Iowa Caucus Loss (TWEET),facts
17251,GOP PRESIDENTIAL CANDIDATE MARCO RUBIO CASTS DECIDING VOTE ON OBAMATRADE…Never Even Read It,facts
22178,Boiler Room #100 – An Unlikely Alchemy,facts
15562,[VIDEO] DETROIT WOMAN KILLS BEST FRIEND OVER 2012 PRESIDENTIAL RACE ARGUMENT…Media Refuses To Say Killer Supported Obama,facts
3470, McConnell SUPPRESSED Info That Russia Worked To Elect Trump – Threatened Obama If He Released It,facts
22923,"SUNDAY SCREENING: Guns, Drugs & the CIA (1988)",facts
22140,"SUNDAY SCREENING: Guns, Drugs & the CIA (1988)",facts
11531,WOW! 83-YEAR OLD SENATOR Challenged By Teen To Do Push-Up Contest…Who Wins? [Video],facts
21762,REFUGEE BUSINESS IS CASH COW FOR LUTHERAN CHARITY IN MI AND OTHER STATES,facts
926, WH Starts Condensing Intel Briefings Into Tweet Form In Desperate Move To Get Trump To Read Them,facts
16840,MIGRANTS BRUTALLY GANG RAPE 3 YR OLD BOY At Asylum Center In Norway,facts
18423,OOPS! TRUMP-HATING DEM SENATOR Caught In Huge LIE: Claimed She Never Met Or Spoke With Russian Ambassador…Forgot About Time She Had Dinner At His Home,facts
8854, 21 Hilarious Memes Of The Bundy/Oregon Standoff (IMAGES),facts
3839, Lindsey Graham Wants Trump To Put Ted Cruz On The Supreme Court Bench,facts
18006,"HOLLYWOOD ACTRESS BRAGS About Her “Best Abortion”…”If I Could Yelp Review it, I Totally Would!”",facts
4975, #NeverTrump GOP Rep.: ‘Not One Character Trait In Trump I’d Want My Son To Emulate’,facts
5342, The Ridiculous Reasons Obama’s Half-Brother Is Voting For Trump (VIDEO),facts
9850,No Class Michelle Obama Takes Several Swipes At Trump During Tech Speech And Veiled Swipe At Clintons: ‘People that won’t go away’ [Video],facts
15537,#EarthDay FLASHBACK: Obama’s Gas-Guzzling Air Force One Trip To The Everglades,facts
16754,HOW PRESIDENT EISENHOWER Solved The Illegal Immigration Problem In America,facts
9893,PBS HOST ASKS HILLARY:“Do You Believe The President Is Racist?…Her Answer Proves That She Is The REAL Racist [VIDEO],facts
21764,(AUDIO)NATION OF ISLAM LEADER FARRAKHAN: “WE WILL KILL YOU ALL” IF YOU GO AGAINST US,facts
3657, Trump’s ‘Illegal Votes’ Lie Just Turned The Whole Recount Issue Into One Long Alex Jones Episode,facts
22869,NORTH KOREA: Trump’s Recklessness Could Trigger All-Out Conflict on Korean Peninsula,facts
13314,THE YOUNG GIRL THE CLINTONS DESTROYED…Monica Lewinsky: “I’m Probably The Only 41 Year Old Who Doesn’t Want To Be 22 Again”,facts
13342,WOW! TRUMP HELPS HILLARY SEE Her First Big Crowd…You Won’t Want To Miss This! [VIDEO],facts
8038, Bette Midler Uses Cruz And Trump’s Own Insults Against Them In This DELICIOUSLY Vulgar Tweet,facts
13863,"LOCAL ANCHOR GETS REAL: Clinton Presidency ‘Should Freak People Out’, Will Hurt North Dakota Economy",facts
11011,“WHOSE STREETS?” NOT YOURS! NC Passes Law Shielding Drivers Who Hit Protesters Blocking Roads [VIDEO],facts
13295,HERE’S WHAT HILLARY’S “FAIR GROWTH” Economic Plan Means For Americans [Video],facts
