,text,subject,intent_ovr
7270,Giuliani is a leading candidate to be Trump's secretary of state: source,politicsNews,facts
7271,Top tax-writing Republican says TPP trade deal not dead in Congress,politicsNews,facts
7272,Obama to reassure U.S. allies about Trump's commitment to NATO,politicsNews,facts
7273,"U.S. internet firms ask Trump to support encryption, ease regulations",politicsNews,facts
7274,U.S. should consider Beijing-backed Asia-Pacific trade deal: China paper,politicsNews,facts
7275,Thousands of students carry protests against Trump into second week,politicsNews,facts
7276,"Trump will get wake-up call when he takes office, Obama says",politicsNews,facts
7277,Short list of potential Trump administration picks,politicsNews,facts
7278,Obama promises to veto bill that would block aircraft exports to Iran,politicsNews,facts
7279,"Trump win, Democratic setbacks cloud Pelosi's future as leader",politicsNews,facts
7280,Trump's team seeks top-secret clearance for his children: CBS News,politicsNews,facts
7281,U.S. slams proposed Israeli bill on settlements as 'troubling step',politicsNews,facts
7282,"'The Rock' talks a future in politics, including potential White House run",politicsNews,facts
7283,"Factbox: President-elect Trump's top goals, biggest hurdles",politicsNews,facts
7284,CalPERS chief sees volatility until Trump implements plans,politicsNews,facts
7285,CalPERS shared 14 percent of private equity profits with firms,politicsNews,facts
7286,Obama says he hopes Trump sends 'signals of unity' after campaign,politicsNews,facts
7287,Snowden warns of increase in U.S. domestic spying after Trump victory,politicsNews,facts
7288,"Putin, Trump speak by phone, aim for cooperation: Kremlin",politicsNews,facts
7289,Oil mogul Hamm tops Trump list for U.S. energy secretary: sources,politicsNews,facts
7290,Trump poses daunting new challenge for Germany's Merkel,politicsNews,facts
7291,"Obama, Mexico's Pena Nieto discuss U.S.-Mexico relationship: White House",politicsNews,facts
7292,Ryan says Trump's chief of staff pick is very good sign,politicsNews,facts
7293,"Election over, Congress pivots to lame-duck debate over spending",politicsNews,facts
7294,Trump looking at fast ways to quit global climate deal: source,politicsNews,facts
7295,"Trump hires Republican insider, conservative firebrand for White House",politicsNews,facts
7296,U.S. protesters march against Trump presidency for fifth day,politicsNews,facts
7297,"Factbox: Trump taps Priebus as chief of staff, weighs other major hires",politicsNews,facts
7298,For-profit colleges could prosper under Trump: Barron's,politicsNews,facts
7299,Zuckerberg again rejects claims of Facebook impact on U.S. election,politicsNews,facts
7300,Trump University asks for trial delay until after inauguration,politicsNews,facts
7301,Clinton blames FBI's Comey for her defeat in call with donors,politicsNews,facts
7302,Britain's Brexit firebrand Farage meets Trump in New York,politicsNews,facts
7303,Obama officials work against time to wrap banking rules,politicsNews,facts
7304,U.S. to push ahead on climate pact before Trump takes over: Kerry,politicsNews,facts
7305,Abe aims to underscore importance of Japan-U.S. alliance with Trump,politicsNews,facts
7306,Turkey issues warning over travel to U.S. after Trump protests,politicsNews,facts
7307,Some Republicans see attacking Obamacare through regulation,politicsNews,facts
7308,"Trump threat fires up U.S. climate activists, draws in more",politicsNews,facts
7309,"Anti-Trump protesters gather for third night, one shot in Portland",politicsNews,facts
7310,One person shot in Portland as anti-Trump protesters cross bridge: police,politicsNews,facts
7311,Trump packs transition team with loyalists and family,politicsNews,facts
7312,Anti-Trump protest leaders say preparing for long fight,politicsNews,facts
7313,Trump considering outgoing Senator Ayotte for defense secretary: Washington Post,politicsNews,facts
7314,Obama administration suspends Pacific trade deal vote effort,politicsNews,facts
7315,Three Trump children seen managing president-elect's company,politicsNews,facts
7316,Illinois governor reports $188.1 million in 2015 personal income,politicsNews,facts
7317,Trump says he's considering keeping parts of Obamacare: WSJ,politicsNews,facts
7318,Supporters to Trump: break campaign promises at your peril,politicsNews,facts
7319,Trump may already have a plan ready to revamp Dodd-Frank,politicsNews,facts
7320,"Scared by Trump, some migrants on Mexico border give up American dream",politicsNews,facts
7321,"In rural-urban divide, U.S. voters are worlds apart",politicsNews,facts
7322,"Trump seen more moderate on criminal justice, law enforcement",politicsNews,facts
7323,"Trump taps Pence to lead transition team, removes New Jersey's Christie: NYT",politicsNews,facts
7324,A discontented Michigan town: America should have seen Trump coming,politicsNews,facts
7325,"U.S. consumers will want Trump, Congress to take on drug prices",politicsNews,facts
7326,Trump win puts U.S.-Russia hostility on hold - but for how long?,politicsNews,facts
7327,Britain's Johnson says no need for gloom about Trump victory,politicsNews,facts
7328,Trump win opens way for China to take climate leadership role,politicsNews,facts
7329,Hollande and Trump agreed to 'clarify' key issues including Middle East: source,politicsNews,facts
7330,"Uncertain Afghanistan looks to Trump for decisions on troops, aid",politicsNews,facts
7331,"Expert Views: What will be the impact of Trump presidency on immigration, refugees?",politicsNews,facts
7332,U.S. consumer financial agency could be defanged under Trump,politicsNews,facts
7333,Judge tells Trump University litigants they would be wise to settle,politicsNews,facts
7334,Trump and Obama set campaign rancor aside with White House meeting,politicsNews,facts
7335,Liberal Warren throws down gauntlet to President-elect Trump,politicsNews,facts
7336,Mayors of NY and Los Angeles pledge to remain immigrant sanctuaries,politicsNews,facts
7337,Trump could easily erase much of Obama's foreign policy legacy,politicsNews,facts
7338,How Hillary Clinton's white voters melted away,politicsNews,facts
7339,Pollsters who predicted Trump win benefit from industry's miss,politicsNews,facts
7340,Trump outreach to Dimon for Treasury job may fall on deaf ears,politicsNews,facts
7341,Trying to move on from the U.S. election? Tune into November 2020,politicsNews,facts
7342,Obama asks for $11.6 billion more in supplemental defense budget,politicsNews,facts
7343,Mexico President Pena Nieto says optimistic about U.S. relationship,politicsNews,facts
7344,Trump strongly considering naming campaign chief Bannon as chief of staff: CNN,politicsNews,facts
7345,Judge tells Trump University litigants they would be wise to settle,politicsNews,facts
7346,"Bannon, Priebus top candidates for White House chief of staff: NY Times",politicsNews,facts
7347,Trump considering Rep. Hensarling for Treasury secretary: WSJ,politicsNews,facts
7348,"Trump, after meeting Ryan, says will move fast on healthcare, immigration",politicsNews,facts
7349,"Trump says discussed immigration, healthcare and jobs in Senate meeting",politicsNews,facts
7350,Glitch briefly removes 'Muslim ban' proposal from Trump website,politicsNews,facts
7351,Ex-congressman indicted on 24 counts in spending scandal,politicsNews,facts
7352,White House says Obamacare enrollment a priority,politicsNews,facts
7353,'Rage against the machine': U.S. voters reject a 'rigged' system,politicsNews,facts
7354,Trump's foreign policy approach almost same as that of Putin: Kremlin,politicsNews,facts
7355,Trump's business empire poses unprecedented potential conflicts of interest,politicsNews,facts
7356,"Investors, economists brace for new dangerous game: parsing Trump's words",politicsNews,facts
7357,Obama to protesters: We're all Americans - White House,politicsNews,facts
7358,Former Los Angeles Mayor Villaraigosa enters California governor race,politicsNews,facts
7359,Obama-Trump meeting 'less awkward' than some might have expected: White House,politicsNews,facts
7360,Trump promised to repeal Obamacare. Now what?,politicsNews,facts
7361,Aetna CEO expects some ACA benefits to stay: Dealbook conference,politicsNews,facts
7362,Trump invites UK's May to visit 'as soon as possible',politicsNews,facts
7363,Trump could pull out of global climate accord in a year: lawyers,politicsNews,facts
7364,Russian foreign ministry says eyes better ties with U.S. under Trump,politicsNews,facts
7365,"Tough reality check for Trump's pledge of better heartland jobs, wages",politicsNews,facts
7366,House Republicans test Trump on his U.S.-Mexico wall,politicsNews,facts
7367,Vexation gives way to pragmatism as Wall Street girds for Trump,politicsNews,facts
7368,Trump likely to reward loyalty with top appointments,politicsNews,facts
7369,"Clinton, Obama pledge unity behind Trump presidency",politicsNews,facts
7370,Kerry tells State Department to cooperate with U.S. President-elect Trump,politicsNews,facts
7371,"U.S. voters say yes to big bond issues, mixed message on taxes",politicsNews,facts
7372,U.S. spy agencies to begin top secret Trump briefings within days,politicsNews,facts
7373,McConnell dashes hopes for Pacific trade deal vote before Trump takes office,politicsNews,facts
7374,Senate's McConnell says Obamacare repeal high on agenda,politicsNews,facts
7375,Fractured Republicans come together in face of Trump triumph,politicsNews,facts
7376,Mexico's Pena Nieto says agreed Trump meeting during transition period,politicsNews,facts
7377,"Factbox: Top goals for President Trump, hurdles in front of him",politicsNews,facts
7378,Factbox: Where Trump found his edge over Clinton,politicsNews,facts
7379,Timeline: Pivotal moments in Trump's presidential campaign,politicsNews,facts
7380,U.S. defense secretary pledges orderly transition to Trump admin,politicsNews,facts
7381,Despair and introspection on U.S. coasts after Trump win,politicsNews,facts
7382,Republican foreign policy veterans in quandary over Trump,politicsNews,facts
7383,"U.S. election was fair, despite voting obstacles: OSCE rights group",politicsNews,facts
7384,U.S. presidential election drives record ratings for cable news,politicsNews,facts
7385,Transgender advocates fear reversal of civil rights under Trump,politicsNews,facts
7386,"Trump, U.S. Congress will agree on some issues, long-term questions loom",politicsNews,facts
7387,"How the polls, including ours, missed Trump's victory",politicsNews,facts
7388,Unions brace for pro-business shift in labor policy under Trump,politicsNews,facts
7389,Mexico says does not expect Trump deportation plan to begin soon,politicsNews,facts
7390,Trump due in court before Oval Office,politicsNews,facts
7391,"In election upset, Trump finds pockets of Latino support",politicsNews,facts
7392,Anxious world leaders seek clarity on Trump policies,politicsNews,facts
7393,Republicans hold on to state legislative edge in U.S. election,politicsNews,facts
7394,"Pledging unwavering defence, NATO braces for Trump",politicsNews,facts
7395,"Trump aide says no decision on Clinton prosecutor, now focused on unity",politicsNews,facts
